turf_name,latitude,longitude,service_address,pk_site_id,service_area_hectare,neighbourhood_id,turf_id,is_active,created_at,modified_at,duration_for_580d,duration_for_72gm,580d,72gm,service_site_id,service_level_id
ROADWAY,53.51956079,-113.4183455,E/S & C 50 ST: 82 - 90 AVE,4452,0.98,6380,75507,TRUE,2017-04-25 20:10:36.693885+00,2017-04-25 20:10:36.69+00,0:11:24,2:00:00,0.38,0.6,2,900
MARY FINLAY PARK/FOREST HEIGHTS C L,53.54312455,-113.4515283,80 ST-102 AVE,4456,0.72,6230,75508,TRUE,2017-04-25 20:10:36.764798+00,2017-04-25 20:10:36.76+00,0:00:00,2:24:00,\N,0.72,6,900
TRANS-ALTA RIGHT OF WAY,53.46158341,-113.5056006,29A AVE-104-111 ST,4462,7.9651,5470,76468,TRUE,2017-04-25 20:11:49.976871+00,2017-04-25 20:11:49.98+00,3:11:10,5:18:36,6.372,1.593,,900
BLVD,53.45822742,-113.5767361,Leger Way - (behind #1290 to #1298) Latta Cr.,4469,0.055,5630,76469,TRUE,2017-04-25 20:11:50.051279+00,2017-04-25 20:11:50.05+00,0:00:00,0:11:00,0,0.055,,900
School/Park,53.46908585,-113.3606443,Tamarack Green - 12 St,4471,7.466,6443,75509,TRUE,2017-04-25 20:10:36.83521+00,2017-04-25 20:10:36.84+00,3:26:06,1:59:12,6.87,0.596,1,900
PIPELINE RIGHT OF WAY,53.45126348,-113.4798138,W/S PARSONS ROAD: SOUTH OF 23 AVE - 99 S,4479,0.019,6195,75510,TRUE,2017-04-25 20:10:36.905667+00,2017-04-25 20:10:36.91+00,0:00:00,0:03:48,\N,0.019,3,900
ROADWAY,53.44998974,-113.4193237,E/S & C 50 St: Mill Woods Road South - 23 Ave,4482,2.588,6580,75511,TRUE,2017-04-25 20:10:36.978076+00,2017-04-25 20:10:36.98+00,0:57:00,2:17:36,1.9,0.688,4,900
ROADWAY,53.46759607,-113.4181133,EAST SIDE/C 50 ST BTWN 34 & 38 AVE,4483,1.098,6530,75512,TRUE,2017-04-25 20:10:37.049904+00,2017-04-25 20:10:37.05+00,0:21:25,1:16:48,0.714,0.384,12,900
WALKWAY/PIPELINE RIGHT OF WAY,53.45991271,-113.4365959,66 ST-28 AVE/67 ST-29 AVE,4484,1.097,6340,75513,TRUE,2017-04-25 20:10:37.120126+00,2017-04-25 20:10:37.12+00,0:04:57,3:06:24,0.165,0.932,9,900
ROADWAY,53.46980168,-113.4376774,E/S & C 66 ST: 34 AVE - 38 AVE,4485,2.106,6400,75514,TRUE,2017-04-25 20:10:37.190279+00,2017-04-25 20:10:37.19+00,0:30:00,3:41:12,1,1.106,7,900
WALKWAY,53.4675571,-113.4362539,65-66 ST & 34 A AVE-34 B AVE,4486,0.071,6300,75515,TRUE,2017-04-25 20:10:37.260397+00,2017-04-25 20:10:37.26+00,0:00:00,0:14:12,\N,0.071,10,900
ROAD BUFFER/TRIANGLES,53.53766041,-113.4389523,NORTH SIDE 98 AVE-67AST-75 ST,4489,0.282,6730,75516,TRUE,2017-04-25 20:10:37.333751+00,2017-04-25 20:10:37.33+00,0:00:00,0:56:24,\N,0.282,11,900
ROADWAY,53.49471468,-113.4282198,Roper Road: 50 St - 75 St,4490,0.338,6640,75517,TRUE,2017-04-25 20:10:37.472856+00,2017-04-25 20:10:37.47+00,0:00:00,1:07:36,0,0.338,3,900
ROADWAY AND WALKWAY,53.51483706,-113.4433172,W/SIDE 75 ST: 76-82 AVE & 7319 - 80 AVE,4493,1.096,6360,75518,TRUE,2017-04-25 20:10:37.544743+00,2017-04-25 20:10:37.54+00,0:04:59,3:06:00,0.166,0.93,8,900
WALKWAY,53.4319747,-113.4386005,1A Ave SW: 63 St SW - 64 St SW,4497,0.015,6661,75519,TRUE,2017-04-25 20:10:37.616064+00,2017-04-25 20:10:37.62+00,0:00:00,0:03:00,\N,0.015,15,900
"BLVD, ISLAND & WALKWAY",53.47245777,-113.3668353,31 Ave: 15 - 17 St,4500,0.185,6443,75520,TRUE,2017-04-25 20:10:37.686828+00,2017-04-25 20:10:37.69+00,0:00:00,0:37:00,\N,0.185,,900
Allard MR & SWMF,53.40280072,-113.5180914,Allard Link & Adamson Dr,4517,1.6565,5458,76470,TRUE,2017-04-25 20:11:50.190599+00,2017-04-25 20:11:50.19+00,0:39:45,1:06:16,1.325,0.331,,900
WALKWAY,53.4331305,-113.5946475,Windermere Blv. - behind 429 Ainslie Crescent,4518,0.2,5505,76471,TRUE,2017-04-25 20:11:50.262606+00,2017-04-25 20:11:50.26+00,0:00:00,0:40:00,0,0.2,,900
Windermere SWMF,53.4439393,-113.6101563,Btw. 3264 & 3268 Whitelaw Drive,4520,1.04,5570,76472,TRUE,2017-04-25 20:11:50.333462+00,2017-04-25 20:11:50.33+00,0:00:00,3:28:00,0,1.04,,900
Donnan Park/Arena,53.51548244,-113.4701389,80 AVE & 91 ST,4521,2.737,6492,75521,TRUE,2017-04-25 20:10:37.758571+00,2017-04-25 20:10:37.76+00,1:09:49,1:22:00,2.327,0.41,3,920
TERRACE HEIGHTS SCHOOL & C.L.,53.53949524,-113.435579,68 ST-100 AVE,4522,1.894,6730,75522,TRUE,2017-04-25 20:10:37.829058+00,2017-04-25 20:10:37.83+00,0:08:49,5:20:00,0.294,1.6,1,900
Ravine WALKWAY & BLVD,53.46398378,-113.3861565,33 Ave North of Silver Berry Road,4523,0.465,6442,75523,TRUE,2017-04-25 20:10:37.899466+00,2017-04-25 20:10:37.9+00,0:00:00,1:33:00,\N,0.465,10,900
WALKWAY,53.41378883,-113.4466585,Beside 2116 - 69 Street SW,4527,0.019,6213,75524,TRUE,2017-04-25 20:10:37.969639+00,2017-04-25 20:10:37.97+00,0:00:00,0:03:48,0,0.019,,900
STORM WATER MANAGEMENT FACILITY,53.44023714,-113.5837237,156st & South Terwillegar Blvd,4528,1.6535,5640,76473,TRUE,2017-04-25 20:11:50.406145+00,2017-04-25 20:11:50.41+00,0:39:41,1:06:09,1.323,0.331,,900
Ellerslie Rd & Parsons Rd BLVDs,53.42624096,-113.4829633,Ellerslie Rd:101 St-91 St & Parsons Rd:N of Ellersli,4529,2.085,6214,75525,TRUE,2017-04-25 20:10:38.047595+00,2017-04-25 20:10:38.05+00,0:48:00,1:37:00,1.6,0.485,,900
Atco Row,53.43951349,-113.58745,156st & South Terwillegar Blvd,4530,0.3062,5640,76474,TRUE,2017-04-25 20:11:50.476823+00,2017-04-25 20:11:50.48+00,0:07:21,0:12:15,0.245,0.061,,900
STORM WATER MANAGEMENT FACILITY & WALKWAY,53.429125,-113.4404401,66 St SW & 2 Ave SW,4531,1.381,6661,75526,TRUE,2017-04-25 20:10:38.118464+00,2017-04-25 20:10:38.12+00,0:33:00,0:56:12,1.1,0.281,4,900
STORM WATER MANAGEMENT FACILITY,53.46712332,-113.3923492,3225 - 35 A Ave,4532,0.97,6790,75527,TRUE,2017-04-25 20:10:38.189227+00,2017-04-25 20:10:38.19+00,0:24:44,0:29:06,0.824,0.145,34,900
BLVDs & Medians,53.4764141,-113.3685041,East Side & Center 17 St: Whitemud Drive - 34 Av,4533,2.377,6443,75528,TRUE,2017-04-25 20:10:38.259633+00,2017-04-25 20:10:38.26+00,1:00:36,1:11:24,2.02,0.357,6,900
WALKWAY,53.461967,-113.3731107,2127 - 32 Ave,4534,0.011,6442,75529,TRUE,2017-04-25 20:10:38.330296+00,2017-04-25 20:10:38.33+00,0:00:00,0:02:12,\N,0.011,18,900
WALKWAY,53.461984,-113.3880859,BETWEEN 614 & 618 SILVER BERRY ROAD,4535,0.012,6442,75530,TRUE,2017-04-25 20:10:38.401555+00,2017-04-25 20:10:38.4+00,0:00:00,0:02:24,0,0.012,9,900
STORM WATER MANAGEMENT FACILITY & WALKWAYS,53.46087204,-113.3901401,3244 - 28A AVE,4536,1.948,6442,75531,TRUE,2017-04-25 20:10:38.474709+00,2017-04-25 20:10:38.47+00,0:00:00,6:29:36,0,1.948,6,900
GREENVIEW SCHOOL/PARK/PLGD/WALKWAYS,53.47530033,-113.427371,38 AVE-58 ST,4538,10.038,6280,75532,TRUE,2017-04-25 20:10:38.545114+00,2017-04-25 20:10:38.55+00,4:16:08,5:00:00,8.538,1.5,1,900
STORM WATER MANAGEMENT FACILITY & WALKWAY,53.465245,-113.3785316,3335 - 25 Street,4539,2.359,6442,75533,TRUE,2017-04-25 20:10:38.615531+00,2017-04-25 20:10:38.62+00,1:10:46,0:00:00,2.359,0,45,900
UTILITY LOTS,53.46289366,-113.3914545,SILVER BERRY RD EAST OF 34 ST,4540,0.65,6442,75534,TRUE,2017-04-25 20:10:38.686187+00,2017-04-25 20:10:38.69+00,0:02:06,1:56:00,0.07,0.58,8,900
SWMF,53.43886273,-113.5612599,4032 Mactaggert Drive,4542,0.663,5477,76475,TRUE,2017-04-25 20:11:50.549022+00,2017-04-25 20:11:50.55+00,0:16:09,0:24:56,0.538,0.125,,900
ELLERSLIE ELEM/Jr HIGH SCHOOLS/PLGD,53.42636695,-113.4405375,ELLERSLIE ROAD-66 ST,4543,6.009,6661,75535,TRUE,2017-04-25 20:10:38.757141+00,2017-04-25 20:10:38.76+00,2:48:00,1:21:48,5.6,0.409,1,900
WALKWAY,53.41653559,-113.4474357,19A ave east of 68A Street,4544,0.014,6213,75536,TRUE,2017-04-25 20:10:38.827428+00,2017-04-25 20:10:38.83+00,0:00:00,0:02:48,0,0.014,,900
ROADWAY,53.47373454,-113.4586951,SOUTH SIDE MILLWOODS RD-87 ST-36 AVE,4545,0.392,6600,75537,TRUE,2017-04-25 20:10:38.898048+00,2017-04-25 20:10:38.9+00,0:00:00,1:18:24,0,0.392,6,900
ROADWAY,53.51227905,-113.4115501,76 AVE-BTWN 50-34 ST,4546,1.79,6780,75538,TRUE,2017-04-25 20:10:39.040081+00,2017-04-25 20:10:39.04+00,0:00:00,5:58:00,0,1.79,1,900
CENTRE ROAD ISLANDS,53.52192105,-113.4428855,75 ST & 82 - 90 AVE,4547,0.056,6350,75539,TRUE,2017-04-25 20:10:39.112467+00,2017-04-25 20:10:39.11+00,0:00:00,0:11:12,\N,0.056,12,900
SHERWOOD PARK FREEWAY,53.51408458,-113.4324145,BTWN 75 & 34 ST INCLUDING 82 AVE - 71 ST,4550,0.561,6250,75540,TRUE,2017-04-25 20:10:39.183507+00,2017-04-25 20:10:39.18+00,0:14:19,0:16:48,0.477,0.084,3,900
66 St Ellerslie to TUC,53.42793174,-113.4427959,66 St Ellerslie to 2 AVE,4554,0.88,6211,75541,TRUE,2017-04-25 20:10:39.254857+00,2017-04-25 20:10:39.25+00,0:22:30,0:26:00,0.75,0.13,331,900
FULTON PLACE SCHOOL/C.L./CAMERON ARENA/PLGDS,53.54598543,-113.4250088,FULTON ROAD-103-104 AVE,4556,3.25,6240,75542,TRUE,2017-04-25 20:10:39.325474+00,2017-04-25 20:10:39.33+00,1:22:53,1:37:30,2.763,0.488,2,900
ROAD ISLANDS,53.5410779,-113.422009,EAST OF 57 ST BTWN TERRACE ROAD - 101 A,4557,0.316,6730,75543,TRUE,2017-04-25 20:10:39.395874+00,2017-04-25 20:10:39.4+00,0:00:00,1:03:12,0,0.316,12,900
WALKWAY,53.48167949,-113.529867,44 AVE WEST OF 115 ST,4558,0.025,5430,76476,TRUE,2017-04-25 20:11:50.620303+00,2017-04-25 20:11:50.62+00,0:00:00,0:05:00,0,0.025,,900
ROADWAY,53.54149596,-113.4076764,N/S 101 Ave(Baseline Road): 50 St - 34 St,4561,0.808,6620,75544,TRUE,2017-04-25 20:10:39.467955+00,2017-04-25 20:10:39.47+00,0:03:38,2:17:24,0.121,0.687,104,910
Gold Bar Ravine Buffer,53.55184294,-113.4089197,106 Ave & 43 St,4562,0.465,6620,75545,TRUE,2017-04-25 20:10:39.541526+00,2017-04-25 20:10:39.54+00,0:02:06,1:19:00,0.07,0.395,51,900
SATOO ELEM SCH/Park/PLGD/C.L./DAN KNOTT Jr H. SCH/pipeline,53.44613593,-113.4576249,KNOTTWOOD ROAD W-17 AVE,4572,3.665,6680,75546,TRUE,2017-04-25 20:10:39.613876+00,2017-04-25 20:10:39.61+00,1:33:27,1:49:57,3.115,0.55,2,900
WALKWAY,53.4176732,-113.462886,N & S 17 Ave SW east of 85 St SW,4573,0.185,6213,75547,TRUE,2017-04-25 20:10:39.685125+00,2017-04-25 20:10:39.69+00,0:00:00,0:37:00,0,0.185,57,900
BLVD/Ravine WALKWAY,53.46510533,-113.3718019,33B Ave: 17 St - 23 St,4574,0.349,6442,75548,TRUE,2017-04-25 20:10:39.755582+00,2017-04-25 20:10:39.76+00,0:00:00,1:09:48,\N,0.349,7,900
OTTEWELL/CLARA TYNER SCHOOLS/PLGD,53.53142729,-113.4372789,94 AVE-OTTEWELL ROAD,4576,4.025,6550,75549,TRUE,2017-04-25 20:10:39.825853+00,2017-04-25 20:10:39.83+00,1:42:38,2:00:45,3.421,0.604,2,900
ROAD BUFFER,53.54130736,-113.4338686,NORTH SIDE 101 AVE-67-70 ST,4578,0.163,6730,75550,TRUE,2017-04-25 20:10:39.896939+00,2017-04-25 20:10:39.9+00,0:00:00,0:32:36,\N,0.163,12,900
BLVD & ROAD ISLAND,53.41302714,-113.4665714,Savaryn Drive: 22 Ave SW- Summerside Link,4579,0.185,6213,75551,TRUE,2017-04-25 20:10:39.967543+00,2017-04-25 20:10:39.97+00,0:00:00,0:37:00,0,0.185,63,900
STORM WATER MANAGEMENT FACILITY,53.41291999,-113.4775009,Savaryn Drive & Summerside Link,4581,3.037,6213,75552,TRUE,2017-04-25 20:10:40.037832+00,2017-04-25 20:10:40.04+00,1:22:01,1:00:36,2.734,0.303,65,900
ROAD INTERCHANGE,53.53704906,-113.4293798,S/S & C 98 AVE: 67A ST - TERRACE ROAD,4583,1.836,6550,75553,TRUE,2017-04-25 20:10:40.109067+00,2017-04-25 20:10:40.11+00,0:08:17,5:12:00,0.276,1.56,20,900
ROAD BUFFER,53.46076594,-113.393563,E/S 34 ST: RAVINE SOUTH TO 23 AVE,4584,1.648,6442,75554,TRUE,2017-04-25 20:10:40.181577+00,2017-04-25 20:10:40.18+00,0:00:00,5:29:36,\N,1.648,40,900
RAVINE BUFFER PARK/PLGD (BACK ALLEY),53.54272791,-113.432695,67-70 ST-101-103 AVE,4586,1.386,6730,75555,TRUE,2017-04-25 20:10:40.251733+00,2017-04-25 20:10:40.25+00,0:35:20,0:41:36,1.178,0.208,5,900
RAVINE BUFFER,53.54445082,-113.4356632,70 ST-103 AVE,4587,0.037,6730,75556,TRUE,2017-04-25 20:10:40.323708+00,2017-04-25 20:10:40.32+00,0:00:00,0:07:24,0,0.037,4,900
NEIGHBOURHOOD PARK/RAVINE BUFFER,53.54615524,-113.440323,73 ST-104 AVE,4588,0.012,6730,75557,TRUE,2017-04-25 20:10:40.394701+00,2017-04-25 20:10:40.39+00,0:00:00,0:02:24,0,0.012,305,900
Neighbourhood Park,53.4298755,-113.6043016,2035 Armitage Green SW,4590,1.392,5505,76477,TRUE,2017-04-25 20:11:50.690306+00,2017-04-25 20:11:50.69+00,0:22:21,2:09:24,0.745,0.647,,900
PIPELINE RIGHT OF WAY,53.4577281,-113.501628,29 AVE-106 ST,4596,11.758,5180,76478,TRUE,2017-04-25 20:11:50.76168+00,2017-04-25 20:11:50.76+00,5:00:00,5:51:36,10,1.758,,930
WALKWAY,53.45775575,-113.5015334,106A ST-25A-26 AVE,4597,0.032,5180,76479,TRUE,2017-04-25 20:11:50.833844+00,2017-04-25 20:11:50.83+00,0:00:00,0:06:24,0,0.032,,900
WINDERMERE DRIVE,53.44535684,-113.6223543,Windermere Dr. - Windermere Blvd north to frontage,4600,0.89,5570,76480,TRUE,2017-04-25 20:11:50.907009+00,2017-04-25 20:11:50.91+00,0:00:00,2:58:00,0,0.89,,900
ROADWAY PARK,53.52224743,-113.4420834,75 ST-87 AVE,4601,0.229,6350,75558,TRUE,2017-04-25 20:10:40.465512+00,2017-04-25 20:10:40.47+00,0:01:01,0:39:00,0.034,0.195,5,900
ROAD ISLAND,53.52220826,-113.4305105,87 AVE-68A ST,4603,0.053,6350,75559,TRUE,2017-04-25 20:10:40.537107+00,2017-04-25 20:10:40.54+00,0:00:00,0:10:36,\N,0.053,8,900
Gold Bar Elementary School/Park/Plgd/CL,53.54981941,-113.4141054,46 St & 106 Ave,4604,3.482,6270,75560,TRUE,2017-04-25 20:10:40.606777+00,2017-04-25 20:10:40.61+00,1:28:47,1:44:28,2.96,0.522,1,900
WALKWAY,53.4209873,-113.538884,N of 15 Ave between 124 & 125 St,4606,0.279,5454,76481,TRUE,2017-04-25 20:11:50.977988+00,2017-04-25 20:11:50.98+00,0:00:00,0:55:48,0,0.279,,900
STRATHEARN ELEM/JR HIGH SCHOOLS/PLGD,53.5307297,-113.4620961,89 ST-95 AVE,4609,3.386,6710,75561,TRUE,2017-04-25 20:10:40.678336+00,2017-04-25 20:10:40.68+00,1:26:24,1:41:12,2.88,0.506,1,900
BLVDs & WALKWAY,53.44442698,-113.5581522,btw. 4120 & 4117 MacNeil Court,4613,0.017,5477,76482,TRUE,2017-04-25 20:11:51.050434+00,2017-04-25 20:11:51.05+00,0:00:00,0:03:24,0,0.017,,900
ST KEVIN'S SCHOOL,53.53934181,-113.4556598,83 ST-100 AVE,4616,1.116,6230,75562,TRUE,2017-04-25 20:10:40.748135+00,2017-04-25 20:10:40.75+00,0:28:30,0:33:12,0.95,0.166,4,900
HARRY HARDIN PARK/WALKWAY,53.54260113,-113.4240793,57 ST-101A-102 AVE,4622,0.315,6240,75563,TRUE,2017-04-25 20:10:40.818565+00,2017-04-25 20:10:40.82+00,0:00:00,1:03:00,\N,0.315,6,900
HARDISTY SCHOOL/POOL,53.54797208,-113.4299653,104 AVE-62 ST,4623,3.065,6240,75564,TRUE,2017-04-25 20:10:40.889471+00,2017-04-25 20:10:40.89+00,1:18:09,1:31:57,2.605,0.46,1,900
ROADWAY,53.54094235,-113.408678,S/S & C 101 Ave(Baseline Road): 50 St - 34 St,4624,1.284,6180,75565,TRUE,2017-04-25 20:10:40.961241+00,2017-04-25 20:10:40.96+00,0:05:49,3:38:00,0.194,1.09,104,910
NEIGHBOURHOOD PARK,53.54312581,-113.44647,NE OF 79 ST-101 AVE,4625,2.544,6620,75566,TRUE,2017-04-25 20:10:41.031421+00,2017-04-25 20:10:41.03+00,1:04:48,1:16:48,2.16,0.384,7,900
ST BRIDE'S SCHOOL,53.54712329,-113.4437936,76 ST-105 AVE,4626,0.838,6230,75567,TRUE,2017-04-25 20:10:41.103174+00,2017-04-25 20:10:41.1+00,0:21:18,0:25:36,0.71,0.128,5,900
Ellerslie MES Facility,53.41148706,-113.4895573,2415 - 101 St SW,4627,0.532,6214,75568,TRUE,2017-04-25 20:10:41.173979+00,2017-04-25 20:10:41.17+00,0:00:00,1:46:24,\N,0.532,36,900
Ermineskin Park/Playground,53.45839076,-113.5047456,29 AVE-106 ST,4630,11.758,5180,76483,TRUE,2017-04-25 20:11:51.126586+00,2017-04-25 20:11:51.13+00,5:00:00,5:51:36,10,1.758,,930
GOLD BAR PARK/PLAYGROUND,53.5419373,-113.4123643,45 ST - 101 AVE,4631,2.036,6620,75569,TRUE,2017-04-25 20:10:41.247278+00,2017-04-25 20:10:41.25+00,0:09:00,5:47:12,0.3,1.736,4,910
ROAD BUFFER/MEDIAN/ISLAND,53.47162124,-113.5385166,119 ST 34 - 40 AVE,4635,0.9,5220,76484,TRUE,2017-04-25 20:11:51.202975+00,2017-04-25 20:11:51.2+00,0:00:00,3:00:00,0,0.9,,900
Roper Park & Natural Area,53.49657781,-113.4349257,7004 McIntyre,4636,1.93,6640,75570,TRUE,2017-04-25 20:10:41.317602+00,2017-04-25 20:10:41.32+00,0:08:40,5:28:12,0.289,1.641,1,900
ROAD BUFFERS,53.51287527,-113.4859507,E/S & C 99 St: 72 Ave - 80 Ave,4642,0.5,6610,75571,TRUE,2017-04-25 20:10:41.389201+00,2017-04-25 20:10:41.39+00,0:00:00,1:40:00,\N,0.5,5,900
BLVDs & ISLANDs,53.54981994,-113.4396051,Wayne Gretzky Drive: 101 Ave - River,4643,4.537,6230,75572,TRUE,2017-04-25 20:10:41.459335+00,2017-04-25 20:10:41.46+00,1:55:43,2:16:00,3.857,0.68,1,900
ROAD BUFFER,53.4289211,-113.4718033,E/S 91 St: Edwards Drive - Easton Road,4644,0.69,6211,75573,TRUE,2017-04-25 20:10:41.534051+00,2017-04-25 20:10:41.53+00,0:09:34,1:14:12,0.319,0.371,34,900
ROADWAY,53.45546733,-113.4144299,N/S 23 AVE: 50ST - MILLWOODS RD E,4650,1.78,6770,75574,TRUE,2017-04-25 20:10:41.605318+00,2017-04-25 20:10:41.61+00,0:45:18,0:54:00,1.51,0.27,4,900
NEIGHBOURHOOD PARK/WALKWAY,53.55304255,-113.4392846,7304 ROWLAND ROAD,4651,0.413,6230,75575,TRUE,2017-04-25 20:10:41.675711+00,2017-04-25 20:10:41.68+00,0:10:30,0:12:36,0.35,0.063,10,900
ROADWAY,53.51742877,-113.4378236,S/S 82 AVE: 73-71 ST & 71 ST: 82-79 AVE,4652,0.398,6360,75576,TRUE,2017-04-25 20:10:41.746149+00,2017-04-25 20:10:41.75+00,0:10:12,0:11:36,0.34,0.058,10,900
BENNETT SCHOOL,53.53692936,-113.4706388,94 ST-97 AVE,4653,0.817,6070,75577,TRUE,2017-04-25 20:10:41.816376+00,2017-04-25 20:10:41.82+00,0:00:00,2:43:24,0,0.817,16,900
George F. Hustler Memorial Plaza Park,53.53852272,-113.4712717,98 AVE - 93 ST,4655,0.75,6070,75578,TRUE,2017-04-25 20:10:41.88689+00,2017-04-25 20:10:41.89+00,0:19:08,0:22:24,0.638,0.112,52,900
ST GABRIEL SCHOOL,53.55120723,-113.4232567,106 AVE-57 ST,4660,1.522,6061,75579,TRUE,2017-04-25 20:10:41.95722+00,2017-04-25 20:10:41.96+00,0:06:40,4:20:00,0.222,1.3,2,910
ROAD BUFFER/CENTRE ISLAND,53.52273839,-113.4592677,W/S & C 85 ST: 82 AVE - 90 AVE,4662,0.31,6040,75580,TRUE,2017-04-25 20:10:42.027991+00,2017-04-25 20:10:42.03+00,0:00:00,1:02:00,0,0.31,8,900
ROAD ISLAND,53.53129527,-113.4712477,94 ST-CONNORS ROAD,4663,0.028,6040,75581,TRUE,2017-04-25 20:10:42.099053+00,2017-04-25 20:10:42.1+00,0:00:00,0:05:36,0,0.028,7,900
WALKWAYs,53.44298834,-113.6089682,Whitelaw Gate - 3250 Whitelaw Drive & Btw. 3427 West Landing & 3320 West Court,4668,1.116,5570,76485,TRUE,2017-04-25 20:11:51.275948+00,2017-04-25 20:11:51.28+00,0:25:37,0:52:24,0.854,0.262,,900
WALKWAY,53.4268006,-113.4323974,"60 Street, North of 7th Ave",4673,0.146,6661,75584,TRUE,2017-04-25 20:10:42.315834+00,2017-04-25 20:10:42.32+00,0:00:00,0:29:12,0,0.146,,900
Undeveloped Parkland,53.42917856,-113.4315572,503 - 59 St SW (5805 - 3 AVE),4674,3.685,6661,75585,TRUE,2017-04-25 20:10:42.38791+00,2017-04-25 20:10:42.39+00,1:42:00,0:57:00,3.4,0.285,58,900
BLVD Backage,53.42051191,-113.4482786,Stanton Drive west of 69 St SW,4675,0.068,6213,75586,TRUE,2017-04-25 20:10:42.460454+00,2017-04-25 20:10:42.46+00,0:00:00,0:13:36,0,0.068,52,900
St Bede's School,53.54972528,-113.4080734,44 ST-105A AVE,4676,1.015,6270,75587,TRUE,2017-04-25 20:10:42.53119+00,2017-04-25 20:10:42.53+00,0:04:34,2:52:36,0.152,0.863,2,900
MacTaggart SWMF,53.44011896,-113.5627694,4032 Mactaggert Drive,4679,0.815,5477,76486,TRUE,2017-04-25 20:11:51.345914+00,2017-04-25 20:11:51.35+00,0:19:51,0:30:40,0.662,0.153,,900
PATTERSON TRANSIT GARAGE,53.49329794,-113.4566562,5710 - 86 STREET,4681,0.345,6170,75588,TRUE,2017-04-25 20:10:42.601137+00,2017-04-25 20:10:42.6+00,0:00:00,1:09:00,0,0.345,17,900
AltaLink Right of Way & WALKWAY,53.46152714,-113.3758157,South of 32 Ave & East of Silver Berry Road,4682,1.162,6442,75589,TRUE,2017-04-25 20:10:42.672046+00,2017-04-25 20:10:42.67+00,0:29:38,0:34:48,0.988,0.174,17,900
Calgary Power Right of Way & WALKWAY,53.46152891,-113.3794979,31 Ave East of 30 St,4683,1.235,6442,75590,TRUE,2017-04-25 20:10:42.744152+00,2017-04-25 20:10:42.74+00,0:37:03,0:00:00,1.235,0,15,900
ST BERNARD SCHOOL,53.53412676,-113.4393086,96A AVE-OTTEWELL ROAD,4684,2.185,6550,75591,TRUE,2017-04-25 20:10:42.81416+00,2017-04-25 20:10:42.81+00,0:55:48,1:05:00,1.86,0.325,4,900
STORM WATER MANAGEMENT FACILITY,53.42394909,-113.4492492,Sunset Blvd (70 St) - Ellerslie Rd,4685,1.993,6213,75592,TRUE,2017-04-25 20:10:42.886418+00,2017-04-25 20:10:42.89+00,0:45:00,1:38:36,1.5,0.493,,900
BLVD & ISLAND,53.43317481,-113.6178792,Wates Link - Washburn Drive to Watcher Way,4686,0.049,5575,76487,TRUE,2017-04-25 20:11:51.416334+00,2017-04-25 20:11:51.42+00,0:00:00,0:09:48,0,0.049,,900
BLVD,53.4880411,-113.4121271,51 Avenue: 47 Street,4688,0.856,6590,75593,TRUE,2017-04-25 20:10:42.95778+00,2017-04-25 20:10:42.96+00,0:00:00,2:51:12,\N,0.856,,900
BLVD,53.41468495,-113.4813885,91 ST E/W Parsons Rd - 25 Avenue,4689,1.961,6214,75594,TRUE,2017-04-25 20:10:43.028509+00,2017-04-25 20:10:43.03+00,0:30:00,3:12:12,1,0.961,,900
BLVD & ISLAND,53.42930261,-113.4358491,3 Ave SW/ 62 St SW: 4 Ave SW - 61 St SW,4696,0.019,6661,75595,TRUE,2017-04-25 20:10:43.098723+00,2017-04-25 20:10:43.1+00,0:00:00,0:03:48,0,0.019,5,900
STORM WATER MANAGEMENT FACILITY,53.42376245,-113.4408112,66 St SW & Ellerslie Road,4708,1.61,6662,75596,TRUE,2017-04-25 20:10:43.16904+00,2017-04-25 20:10:43.17+00,0:36:00,1:22:00,1.2,0.41,4,900
STORM WATER MANAGEMENT FACILITY,53.42802726,-113.4296006,55 St SW & 3 Ave SW (5607 3 AVE),4709,0.664,6661,75597,TRUE,2017-04-25 20:10:43.239524+00,2017-04-25 20:10:43.24+00,0:12:00,0:52:48,0.4,0.264,12,900
WALKWAY,53.43851435,-113.5777957,South Terwillegar Dr & Shaske Dr,4712,0.1853,5640,76488,TRUE,2017-04-25 20:11:51.486311+00,2017-04-25 20:11:51.49+00,0:00:00,0:37:04,0,0.185,,900
WALKWAY & ISLAND,53.4461661,-113.6121886,Btw. 622 & 617 Windermere Court,4719,0.009,5570,76489,TRUE,2017-04-25 20:11:51.556759+00,2017-04-25 20:11:51.56+00,0:00:00,0:01:48,0,0.009,,900
ENTRANCE #3,53.47508422,-113.5914466,Rhatigan Rd. West - #117 Roche Cr. to #292 Rhatigan Rd. West,4720,0.026,5350,76490,TRUE,2017-04-25 20:11:51.630397+00,2017-04-25 20:11:51.63+00,0:00:00,0:05:12,0,0.026,,900
WALKWAYs,53.41585222,-113.4470071,Beside 2021 69A St SW,4723,0.054,6213,75598,TRUE,2017-04-25 20:10:43.311042+00,2017-04-25 20:10:43.31+00,0:00:00,0:10:48,\N,0.054,4,900
WALKWAY,53.41378521,-113.4473176,Beside 2117 - 69A St SW,4724,0.017,6213,75599,TRUE,2017-04-25 20:10:43.381424+00,2017-04-25 20:10:43.38+00,0:00:00,0:03:24,0,0.017,,900
