SORT,Lead (NEIGHBOURHOOD route),service_site_ID,Neighborhood,Adddress,Service_level,"X""s",PINSITE_ID,PKSITE_NO,service_location_name,DESCRIPTION,SITE#,lat,long,service_area,580D,72GM,580D Rate,72GM Rate,Service-Duration for 580D,Service-Duration for 72GM,Old District,Weekend/School Route,2017 WIP Area,SLIM_AREA,NOTES,,,,,,,,
1558,SW#4 Kelvin,,Twin Brooks,111 ST: BRIDGE (RAVINE) - South to 9 AVE & bus stop,B1,11,3350,3350,ROAD BUFFER/MEDIAN/ISLAND,ROAD BUFFER/MEDIAN/ISLAND,397,53.443032320,-113.517694700,2.2290,1.557,0.672,2,0.3,0:46:43,2:14:24,SW,Weekend - Roadway,,,,,,,,,,,
1559,SW#2 Norm,,Greenfield,34A AVE-112-112A ST,B1,11,3361,3361,WALKWAY,WALKWAY,GR4,53.466670440,-113.521631900,0.0400,0.000,0.040,2,0.3,0:00:00,0:08:00,SW,,,,,,,,,,,,
1560,SW Stacey,,Callaghan,Various Callaghan,B1,11,3367,3367,"BLVDs, ROAD ISLAND & WALKWAYs",Walkways,"C3, C5",53.412501890,-113.522731300,0.0080,0.000,0.015,2,0.3,0:00:00,0:03:00,SW,,,,,,,,,,,,
1561,SW#2 Norm,,Sweet Grass,113 ST-31-34 AVE,B1,11,3370,3370,ROAD BUFFER,ROAD BUFFER,SG12,53.465211780,-113.525429100,0.1770,0.000,0.177,2,0.3,0:00:00,0:35:24,SW,,,,,,,,,,,,
1562,SW#4 Kelvin,,Sweet Grass,111 ST - 34 AVE - 29A AVE/Saddleback RD,B1,11,3371,3371,ROAD BUFFER/MEDIAN/ISLAND,111 ST-29A-34 AVE,68098,53.464060026,-113.517121623,2.6200,2.096,0.524,2,0.3,1:02:53,1:44:48,SW,Weekend - Roadway,1.311548943,1.312119749,"Turf missing, Used 2x SLIM value then 80/20 rule",,,,,,,,
1563,SW#2 Norm,,Sweet Grass,34 AVE-111A ST,B1,11,3372,3372,WALKWAY,WALKWAY,SG16,53.465159080,-113.518382600,0.0160,0.000,0.016,2,0.3,0:00:00,0:03:12,SW,,,,,,,,,,,,
1564,SW#4 Kelvin,,Leger,2007 - Leger Road,B1,11,3378,3378,Leger Transit Centre,PARK/SCHOOL (Lilliun Osborne High Sch.),L17,53.455469430,-113.580400600,1.8790,1.523,0.356,2,0.3,0:45:41,1:11:12,SW,,,,,,,,,,,,
1565,SW#4 Kelvin,,Ramsey Heights,49-51 AVE-147 ST-WHITEMUD ROAD,B1,11,3390,3390,WALKWAY,WALKWAY,RH9,53.488193260,-113.579145300,0.9500,0.000,0.950,2,0.3,0:00:00,3:10:00,SW,,,,,,,,,,,,
1566,SW#4 Kelvin,,Hodgson,Btwn. #935 & #925 Hollingsworth Bend,B1,11,3397,3397,WALKWAY,WALKWAY,HO12,53.458736070,-113.554489200,0.0190,0.000,0.019,2,0.3,0:00:00,0:03:48,SW,,,,,,,,,,,,
1567,SW#4 Kelvin,,Hodgson,HODGSON BLVD: Rabbit Hill Rd.to #440 HODGSON RD,B1,11,3398,3398,BLVDS & ROAD ISLANDS,BOULEVARDS/ROAD ISLANDS,HO4,53.458841440,-113.562921300,0.0870,0.000,0.087,2,0.3,0:00:00,0:17:24,SW,,,,,,,,,,,,
1568,SW#4 Kelvin,,Bulyea Heights,#501 BUCHANAN ROAD,B1,11,3406,3406,WALKWAY (HOMEOWNERS ASSOCATION TITLE),ROAD ISLAND,B9,53.470135730,-113.574734800,0.0120,0.000,0.012,2,0.3,0:00:00,0:02:24,SW,,,,,,,,,,,,
1569,SW#2 Norm,,Twin Brooks,12 AVE-111 ST,B1,11,3408,3408,DRY POND,DRY POND,RC2,53.443169470,-113.516610900,0.4680,0.000,0.468,2,0.3,0:00:00,1:33:36,SW,,,,,,,,,,,,
1570,SW#2 Norm,,Twin Brooks,#9 Running Creek PT. to #249 Runnung Creek Lane,B1,11,3418,3418,RAVINE WALKWAY,RAVINE WALKWAY,RC6,53.439166880,-113.511521800,0.1200,0.000,0.120,2,0.3,0:00:00,0:24:00,SW,,,,,,,,,,,,
1571,SW Stacey,,Terwilleger South,6475 to 6483 Sandin Crescent,B1,11,3433,3433,BLVDs,Backage,ST8,53.441223450,-113.568464200,0.0210,0.000,0.021,2,0.3,0:00:00,0:04:12,SW,,,,,,,,,,,,
1572,SW#4 Kelvin,,Henderson,Riverbend Rd. - Henderson Street to Heath Road,B1,11,3441,3441,BLVDs,RIVERBEND ROAD West Side,HE2,53.466927510,-113.594652000,0.3580,0.000,0.358,2,0.3,0:00:00,1:11:36,SW,Weekend - Roadway,,,,,,,,,,,
1573,SW Stacey,,Terwilleger TOWNE,Tory Rd. - Tory Gate to Behind #2431 Tegler Green,B1,11,3444,3444,Park/SWMF & UTILITY LOTs,Park/Pond/Walkway,TT9,53.450579070,-113.571609900,2.7010,2.300,0.401,2,0.3,1:09:00,1:20:12,SW,,,,,,,,,,,,
1574,SW Stacey,,Haddow,Hector Road - (Btw. #1650 & #1652),B1,11,3450,3450,WALKWAY,WALKWAY,H9,53.454013220,-113.602669500,0.0140,0.000,0.014,2,0.3,0:00:00,0:02:48,SW,,,,,,,,,,,,
1575,SW Stacey,,Terwilleger South,5894 Sutter Place,B1,11,3451,3451,Neighbourhood Park,Park,ST2,53.442903590,-113.587172000,0.2620,0.122,0.140,2,0.3,0:03:40,0:28:00,SW,,,,,,,,,,,,
1576,SW Stacey,,Terwilleger South,#1224 Tredger Court - #3219 Tredger Close - #6969 Strom Lane,B1,11,3459,3459,WALKWAY,Walkway (3 branches),ST5,53.443182230,-113.570091800,0.0430,0.000,0.043,2,0.3,0:00:00,0:08:36,SW,,,,,,,,,,,,
1577,SW#2 Norm,,Twin Brooks,9 AVE: 111 - 110A ST,B1,11,3460,3460,PIPELINE RIGHT OF WAY & SOUTH BLVD,PIPELINE RIGHT OF WAY & SOUTH BOULEVARD,RC12,53.439567510,-113.517209900,0.1450,0.000,0.145,2,0.3,0:00:00,0:29:00,SW,,,,,,,,,,,,
1578,SW#2 Norm,,Twin Brooks,#333-TWIN BROOKS DRIVE,B1,11,3461,3461,WALKWAY,WALKWAY,TB2,53.445094840,-113.523192300,0.0480,0.000,0.048,2,0.3,0:00:00,0:09:36,SW,,,,,,,,,,,,
1579,SW#2 Norm,,Keheewin,19 AVE-105 ST,A2,12,3468,3468,KEHEEWIN SCHOOLS/PARK/PLGD,KEHEEWIN/FUTURE SCHOOLS/PARK/PLGD,KE5,53.449727720,-113.503765500,13.0470,12.497,0.550,2,0.3,6:14:55,1:50:00,SW,,,,,,,,,,,,
1580,SW#1 Andy,,Windsor Park,87 AVE-EMILY MURPHY PK RD (116 ST),A2,12,3479,3479,SASKATCHEWAN DRIVE,SASKATCHEWAN DRIVE,W1,53.527982250,-113.538516500,2.2400,1.340,0.900,2,0.3,0:40:12,3:00:00,SW,,,,,,,,,,,,
1581,SW Stacey,,Windermere,Windermere Blvd & Watson Landing,B1,11,3485,3485,BLVDs and ROAD ISLANDs,"Islands, Walkways",WN1 - 2017 Growth,53.439036010,-113.621791500,1.2447,0.000,1.245,2,0.3,0:00:00,4:08:56,SW,,,,,,,,,,,,
1582,SW#4 Kelvin,,Brander Gardens,53 AVE-RIVERBEND ROAD,B1,11,3499,3499,BRAN GAR/RVBD/ST MON SCHOOLS/PARK/PLGD,BRAN GAR/RVBD/ST MON SCHOOLS/PARK/PLGD,BG2,53.492310210,-113.575461200,9.1940,7.451,1.743,2,0.3,3:43:32,5:48:36,SW,,,,,,,,,,,,
1583,SW#4 Kelvin,,Henderson,across from #509 - to #455 Heffeerman Dr.,B1,11,3514,3514,RAVINE BUFFER (WALKWAY),RAVINE BUFFER,HE12,53.473689160,-113.601687000,0.5360,0.334,0.202,2,0.3,0:10:01,0:40:24,SW,,,,,,,,,,,,
1584,SW#4 Kelvin,,Henderson,across from #451 - to #411 Heffeerman Dr.,B1,11,3515,3515,HEFFERMAN DRIVE,RAVINE BUFFER,HE13,53.468704250,-113.602019700,0.4040,0.000,0.404,2,0.3,0:00:00,1:20:48,SW,,,,,,,,,,,,
1585,SW#4 Kelvin,,Ermineskin,23 AVE-104-111 ST,B1,11,3527,3527,ROAD BUFFER/ISLAND 104st to 111st,ROAD BUFFER/MERIDEAN/ISLAND,304,53.454326730,-113.503181900,4.8320,3.232,1.600,2,0.3,1:36:58,5:20:00,SW,Weekend - Roadway,,,,,,,,,,,
1586,SW#4 Kelvin,,Rhatigan Ridge,RHATIGAN ROAD EAST-RIVERBEND ROAD,B1,11,3540,3540,ST MARYS/EARL BUXTON SCHOOL/PARK/PLGD,ST MARYS/EARL BUXTON SCHOOL/PARK/PLGD,RR6,53.474174070,-113.585172900,7.8100,7.031,0.779,2,0.3,3:30:56,2:35:48,SW,,,,,,,,,,,,
1587,SW Stacey,,Terwilleger TOWNE,1765 Tomlinson Common,B1,11,3544,3544,Terwillegar Towne School/Park/Plgd,Terwillegar Towne School/Park/Plgd/Walks,TT21,53.448930290,-113.585084500,3.8240,3.071,0.753,2,0.3,1:32:08,2:30:36,SW,,,,,,,,,,,,
1588,SW#2 Norm,,Sweet Grass,31 AVE-113 ST,A2,12,3545,3545,TRANS-ALTA ROW/Dogs off leash/Sweetgrass School,SWEETGRASS SCHOOL/PARK/PLGD,SG4,53.462053260,-113.527807200,5.5960,4.600,0.996,2,0.3,2:18:00,3:19:12,SW,,,,,,,,,,,,
1589,SW Stacey,,Terwilleger South,#3235 Tredger Close - #2833 Terwillewger Wynd - #7003 Stom Lane,B1,11,3549,3549,WALKWAY,Walkway (3 branches),ST4,53.443201350,-113.572256600,0.0440,0.000,0.044,2,0.3,0:00:00,0:08:48,SW,,,,,,,,,,,,
1590,SW Stacey,,Terwilleger TOWNE,Todd Landing to Talor Close,B1,11,3552,3552,FUTURE SCHOOL/PARK,Future Sch./Pk,TT10,53.448671130,-113.574130700,14.4166,11.533,2.883,2,0.3,5:46:00,9:36:40,SW,,,14.41663384,Used SLIM Area,,,,,,,,
1591,SW#2 Norm,,Aspen Gardens,39A AVE-ASPEN DRIVE WEST,A2,12,3560,3560,VERNON BARFORD/WESTBROOK SCHOOLS/PARK/PLGD,VERNON BARFORD/WESTBROOK SCHOOLS/PARK/PLGD,AG1,53.474259490,-113.540679300,5.9560,4.680,1.276,2,0.3,2:20:24,4:15:12,SW,,,,,,,,,,,,
1592,SW Stacey,,Richford,111 St. - Blackburne Rd. to 9 Ave.,B1,11,3566,3566,ROAD BUFFERs & ISLANDs,ROAD BUFFER,R3,53.427610410,-113.516661100,0.5050,0.000,0.505,2,0.3,0:00:00,1:41:00,SW,,,,,,,,,,,,
1593,SW#1 Andy,,River Valley Mayfair,Groat Road - Groat Bridge South to 87 Ave.,A2,12,3568,3568,GROAT RD INTERCHANGE/GROAT RD,GROAT RD INTERCHANGE/GROAT RD,13,53.530594250,-113.539255900,3.3490,1.649,1.700,2,0.3,0:49:28,5:40:00,SW,,,,,,,,,,,,
1594,SW#4 Kelvin,,WESTBROOK ESTATES,E/C 119 ST: 34 AVE - 23 AVE,B1,11,3570,3570,ROAD BUFFER,E/S 119 ST: 34 AVE - 23 AVE,68201,53.461791824,-113.537661260,0.5824,0.000,0.582,2,0.3,0:00:00,1:56:29,SW,Weekend - Roadway,1.029540505,0.5823797026,"All 72""",,,,,,,,
1595,SW Stacey,,Magrath,Rabbit Hill Rd - Mullen Rd,B1,11,3579,3579,Road BLVD,Boulevard,MT1 & ST7 - 2017 Growth,53.438521360,-113.568918600,3.3906,2.713,0.678,2,0.3,1:21:23,2:15:38,SW,,,,,,,,,,,,
1596,SW#4 Kelvin,,Carter Crest,Carter Crest Rd off RABBIT HILL ROAD median only,B1,11,3637,3637,CARTER CREST ROAD (HORT BEDS-H.A.TITLE),ENTRANCE CARTER CREST RD,CC5,53.466697340,-113.578615800,0.1640,0.000,0.164,2,0.3,0:00:00,0:32:48,SW,,,,,,,,,,,,
1597,SW#1 Andy,,C.P.R.West,103 ST: UNIVERSITY AVE - 80 AVE,A2,12,3660,3660,ROAD BUAFFER EAST (CPR) SIDE,ROAD BUFFER EAST (CPR) SIDE,QA1,53.512747550,-113.494307200,0.0220,0.000,0.022,2,0.3,0:00:00,0:04:24,SW,,,,,,,,,,,,
1598,SW#4 Kelvin,,Ellerslie Industrial,Ellerslie Road & Gateway Boulevard,B1,11,3685,3685,CALGARY TRAIL/SIGN BEDS,Ellerslie Interchange,1210,53.408049850,-113.501558700,1.6690,1.244,0.425,2,0.3,0:37:19,1:25:00,SW,Weekend - Roadway,,,,,,,,,,,
1599,SW Stacey,,Terwilleger TOWNE,Tory Rd. to #690/#677/#688 Todd Landing - #828 Todd Court,B1,11,3701,3701,WALKWAYS & UTILITY LOT,Walkways (3) & Walkway Utility Corridor,TT12,53.447187800,-113.571267900,0.2283,0.0000,0.2283,2,0.3,0:00:00,0:45:39,SW,,,0.2282853252,Used SLIM Area,,,,,,,,
1600,SW#1 Andy,,Pleasantview,111 ST: 51 - 61 AVE,A2,12,3725,3725,ROAD BUFFER/MEDIAN,ROAD BUFFER/MEDIAN,PL1,53.493784570,-113.516224900,5.1700,3.600,1.570,2,0.3,1:48:00,5:14:00,SW,,,,,,,,,,,,
1601,SW,,South Edmonton Common,,B1,11,3745,3745,Calgary Trail,Ellerslie Road - 23 Ave,,53.445468865,-113.493354072,0.5736,0.000,0.574,2,0.3,0:00:00,1:54:43,SW,Weekend - Roadway,,0.5736181776,,,,,,,,,
1602,SW Stacey,,Windermere South,Washburne Drive - Warry Link south to pipeline,B1,11,3748,3748,WALKWAY MR,Backage,WS9,53.435806123,-113.622400000,0.1250,0.000,0.125,2,0.3,0:00:00,0:25:00,SW,,,,,,,,,,,,
1603,SW Stacey,,Windermere South,Btw. 2417 & 2421 Warry Place,B1,11,3749,3749,WALKWAY,Walkway,WS14,53.436039450,-113.620229400,0.0290,0.000,0.029,2,0.3,0:00:00,0:05:48,SW,,,,,,,,,,,,
1604,SW Stacey,,Ambleside,Ambleside Link - 170 St. to Armitage Cres.,B1,11,3750,3750,BLVD,Backage,A4,53.433093990,-113.612075200,0.0870,0.000,0.087,2,0.3,0:00:00,0:17:24,SW,,,,,,,,,,,,
1605,SW#4 Kelvin,,Hodgson,TRANS ALTA R.O.W. to #907 Hollingsworth Bend,B1,11,3754,3754,RAVINE WALKWAY,RAVINE WALKWAY,HO11,53.457180060,-113.553117700,1.5500,1.307,0.243,2,0.3,0:39:13,0:48:36,SW,,,,,,,,,,,,
1606,SW#4 Kelvin,,Hodgson,503 HODGSON ROAD & HODGSON BOULEVARD,B1,11,3770,3770,HODGSON SCHOOL/PARK,HODGSON SCHOOL/PARK,HO7,53.458324210,-113.558557300,4.3200,3.456,0.864,2,0.3,1:43:41,2:52:48,SW,,,,,,,,,,,,
1607,SW Stacey,,Rutherford,Next to #1311 - 117 Street,B1,11,3786,3786,Park and WALKWAY,WALKWAY,R8,53.421555080,-113.526323400,0.0110,0.000,0.011,2,0.3,0:00:00,0:02:12,SW,,,,,,,,,,,,
1608,SW Stacey,,Rutherford,Rutherford Rd & 16ave SW,B1,11,3787,3787,Pipeline Right of Way,Walkways & Medians,2017 Growth,53.416540070,-113.530917000,0.6024,0.000,0.602,2,0.3,0:00:00,2:00:29,SW,,,,,,,,,,,,
1609,SW Stacey,,Rutherford,Rutherford Rd & 16ave SW,B1,11,3788,3788,WALKWAY,Walkways & Medians,R29 - 2017 Growth,53.415082820,-113.528670500,0.0612,0.000,0.061,2,0.3,0:00:00,0:12:14,SW,,,,,,,,,,,,
1610,SW#4 Kelvin,,Grandview Heights,122 St: 53 Ave to 63 Ave.,B1,11,3791,3791,ROAD MERIDEAN/ISLAND,West Island/Center Island,GR1,53.495475780,-113.541153700,0.2570,0.257,0.000,2,0.3,0:07:43,0:00:00,SW,Weekend - Roadway,,,,,,,,,,,
1611,SW#4 Kelvin,,Brander Gardens,150 ST-51-58 AVE,B1,11,3802,3802,WALKWAY,WALKWAY,BG14,53.492704870,-113.580259200,1.5040,0.500,1.004,2,0.3,0:15:00,3:20:48,SW,,,,,,,,,,,,
1612,SW Stacey,,Callaghan,between 1340 & 1244 Cunningham Dr,B1,11,3806,3806,WALKWAY,walkway,C12,53.405341950,-113.524867600,0.0060,0.000,0.006,2,0.3,0:00:00,0:01:12,SW,,,,,,,,,,,,
1613,SW#2 Norm,,Keheewin,109 ST-19-23 AVE,B1,11,3821,3821,ROAD BUFFER/MEDIAN,East ROAD BUFFER/MEDIAN,KE4,53.450204700,-113.508648600,0.2260,0.000,0.226,2,0.3,0:00:00,0:45:12,SW,,,,,,,,,,,,
1614,SW,,Bearspaw,Ellerslie Road - 23 Ave,B1,11,3831,3831,Calgary Trail,Ellerslie Road - 23 Ave,,53.445468865,-113.493354072,1.2357,0.000,1.236,2,0.3,0:00:00,4:07:08,SW,Weekend - Roadway,,1.235678155,,,,,,,,,
1615,SW#4 Kelvin,,Empire Park,Whitemud Drive: 99 St. to CPR Tracks - 106 St.,B2,8,3833,3833,WHITEMUD DRIVE,WHITEMUD DRIVE,178,53.482516570,-113.510415000,2.1310,1.705,0.426,2,0.3,0:51:09,1:25:12,SW,Weekend - Roadway,,,,,,,,,,,
1616,SW#4 Kelvin,,Empire Park,North side CPR TRACKS - 106 ST,B1,11,3834,3834,WHITEMUD DRIVE,North side CPR TRACKS - 106 ST,,53.480840188,-113.497345967,0.6317,0.505,0.126,2,0.3,0:15:10,0:25:16,SW,Weekend - Roadway,,0.6317109732,Used 80-20 rule,,,,,,,,
1617,SW Stacey,,Terwilleger South,Btw. #8047 & 8051 Shaske Drive to #8043 Shaske Dr.,B1,11,3837,3837,WALKWAY & Backage,Walkway/Backage,ST13,53.436658240,-113.572034600,0.0450,0.000,0.045,2,0.3,0:00:00,0:09:00,SW,,,,,,,,,,,,
1618,SW Stacey,,Terwilleger TOWNE,BTWN 4237 & 4233 TERWILLEGER VISTA,B1,11,3850,3850,UTILITY LOT,WALKWAY,TT24,53.447852080,-113.582643100,1.2010,1.183,0.018,2,0.3,0:35:29,0:03:36,SW,,,,,,,,,,,,
1619,SW Stacey,,Rutherford,127 Street to Rutherford Road - 15 Ave. SW,B1,11,3856,3856,BLVDs & ROAD ISLAND,Entrance/Island/Backage,R21,53.419403210,-113.540502000,0.1030,0.000,0.103,2,0.3,0:00:00,0:20:36,SW,,,,,,,,,,,,
1620,SW#4 Kelvin,,Leger,745 Leger Way/765 Leger WAY/Leger Rd - 23 Ave to Leger Way,B1,11,3857,3857,Leger School/Park/Recreation Centre,Schools/Park/Pond/Road Buffer,F5&L16&L19,53.458688310,-113.581921300,8.9860,7.319,1.667,2,0.3,3:39:34,5:33:24,SW,,,,,,,,,,,,
1621,SW#2 Norm,,Bearspaw,(Bearspaw Drive West)11-15 AVE & 109-110A ST,B1,11,3864,3864,Big Bear Park,Big Bear Park,KE8,53.443077370,-113.508156700,4.6430,4.340,0.303,2,0.3,2:10:12,1:00:36,SW,,,,,,,,,,,,
1622,SW Stacey,,Callaghan,16 Ave. to Connely Way & Btw. #516 & #514 Callaghan Point,B1,11,3881,3881,Top of Bank WALKWAY,"Ravine Walkay, Walkway","C2, C4",53.411538540,-113.521428000,0.0520,0.000,0.052,2,0.3,0:00:00,0:10:24,SW,,,,,,,,,,,,
1623,SW#4 Kelvin,,Leger,TERWILLEGAR DR - TRANSALTA RIGHT OF WAY,B1,11,3884,3884,RABBIT HILL ROAD - SOUTH SIDE,TERWILLEGAR DR - TRANSALTA RIGHT OF WAY,,53.466594288,-113.574768750,0.5940,0.475,0.119,2,0.3,0:14:15,0:23:46,SW,Weekend - Roadway,,0.5939969881,Used 80-20 rule,,,,,,,,
1624,SW Stacey,,MacEwan,3921 McMullen Green - McMullen Way,B1,11,3924,3924,Park,Park,ME2,53.427650850,-113.518095300,0.1200,0.000,0.120,2,0.3,0:00:00,0:24:00,SW,,,,,,,,,,,,
1625,SW#4 Kelvin,,Ogilvie Ridge,BULYEA ROAD - TRANSALTA RIGHT OF WAY,B1,11,3942,3942,RABBIT HILL ROAD - NORTH SIDE,RABBIT HILL ROAD - NORTH SIDE,O4,53.464416830,-113.570706100,1.8240,1.642,0.182,2,0.3,0:49:16,0:36:24,SW,Weekend - Roadway,,,,,,,,,,,
1626,SW Stacey,,MacEwan,behind #1246 McAllister Way to MacEwan Road,B1,11,3973,3973,"Pipeline, Park & Wallkways",Pipeline/Park,ME8,53.429510610,-113.530858800,4.6610,2.8510,1.8100,2,0.3,1:25:32,6:02:00,SW,,,,,,,,,,,,
1627,SW Stacey,,MacEwan,Various,B1,11,4069,4069,WALKWAY,Pipeline R.O.W. & Walkways,ME18 & ME19,53.428761430,-113.534152000,4.6640,4.434,0.230,2,0.3,2:13:01,0:46:00,SW,,,,,,,,,,,,
1628,SW#2 Norm,,Keheewin,105 ST-20-23 AVE,B1,11,4088,4088,ROAD BUFFER,ROAD BUFFER,KE6,53.452223410,-113.501165000,0.2340,0.000,0.234,2,0.3,0:00:00,0:46:48,SW,,,,,,,,,,,,
1629,SW Stacey,,Blackmud Creek,Behind #1544 Blackmore Way Sw,B1,11,4116,4116,Blackmud Creek Park,District Park,BL14,53.418086650,-113.503093900,1.0090,0.739,0.270,2,0.3,0:22:10,0:54:00,SW,,,,,,,,,,,,
1630,SW#4 Kelvin,,Bulyea Heights,Terwilleger Drive - 40 Ave. to Rabbit Hill Road,B2,8,4140,4140,TERWILLEGAR DRIVE,TERWILLEGER DRIVE,1013,53.472245930,-113.579219700,1.9690,1.500,0.469,2,0.3,0:45:00,1:33:48,SW,Weekend - Roadway,,,,,,,,,,,
1631,SW#2 Norm,,Twin Brooks,111 ST-#430 TWIN BROOKS CRESCENT,B1,11,4146,4146,RAVINE WALKWAY (TOP OF BANK - BLACKMUD) P.I.P.,RAVINE WALKWAY (TOP OF BANK - BLACKMUD) P.I.P.,TB3,53.445456270,-113.523536600,0.8510,0.000,0.851,2,0.3,0:00:00,2:50:12,SW,,,,,,,,,,,,
1632,SW#2 Norm,,Bearspaw,16 AVE - 105 ST,A2,12,4148,4148,BEARSPAW SCHOOL/PARK,BEARSPAW SCHOOL/PARK,KE13,53.443875510,-113.499819400,5.6630,5.555,0.108,2,0.3,2:46:39,0:21:36,SW,,,,,,,,,,,,
1633,SW Stacey,,Rutherford,James Mowat Tr - Rutherford Road,B1,11,4149,4149,ROAD ISLAND,Wet/Dry Pond,R3,53.421027860,-113.516886000,1.9670,1.500,0.467,2,0.3,0:45:00,1:33:24,SW,,,,,,,,,,,,
1634,SW#2 Norm,,Bearspaw,"11 AVE-108 ST, Bearspaw Drive East to Pipeline R.O.W.",B1,11,4151,4151,BEARSPAW LAKE (TOMAS OPALINSKI PARK),BEARSPAW LAKE (TOMAS OPALINSKI PK) & Utility Corridor,KE9 & KE12,53.443705080,-113.504299200,0.8900,0.758,0.132,2,0.3,0:22:44,0:26:24,SW,,,,,,,,,,,,
1635,SW Stacey,,MacTaggert,from 351 Magrath Blv. To 3816 MacNeil Heath,B1,11,4203,4203,Municipal Reserve & WALKWAYs,Utility Corridor,MT24,53.446463590,-113.558663900,1.1830,0.824,0.359,2,0.3,0:24:43,1:11:48,SW,,,,,,,,,,,,
1636,SW#4 Kelvin,,Bulyea Heights,TERWILLEGAR DR - TRANSALTA RIGHT OF WAY,B1,11,4222,4222,ROAD BUFFER (HOMEOWNERS ASSOCATION TITLE),RABBIT HILL ROAD - SOUTH SIDE,B3,53.467211360,-113.577095600,0.5630,0.000,0.563,2,0.3,0:00:00,1:52:36,SW,Weekend - Roadway,,,,,,,,,,,
1637,SW#4 Kelvin,,Skyrattler,23 AVE-111-119 ST,B1,11,4254,4254,ROAD BUFFER/MERIDEAN/ISLAND,ROAD BUFFER/MERIDEAN/ISLAND,380,53.453829710,-113.524939000,1.5360,1.000,0.536,2,0.3,0:30:00,1:47:12,SW,Weekend - Roadway,,,,,,,,,,,
1638,SW#2 Norm,,Blue Quill,23A AVE-113A ST,B1,11,4276,4276,WALKWAY,WALKWAY,BQ5,53.454563270,-113.525091400,0.0190,0.000,0.019,2,0.3,0:00:00,0:03:48,SW,,,,,,,,,,,,
1639,SW Stacey,,Rutherford,15 Ave. to 20 Ave. - 127 St.,B1,11,4279,4279,BLVDs,Backage,E22,53.416074900,-113.540812800,0.3990,0.000,0.399,2,0.3,0:00:00,1:19:48,SW,,,,,,,,,,,,
1640,SW#4 Kelvin,,Leger,Btw. #2349 & 2345 Lemieux Place,B1,11,4280,4280,WALKWAY,Walkway,L15,53.454795140,-113.577245900,0.0070,0.000,0.007,2,0.3,0:00:00,0:01:24,SW,,,,,,,,,,,,
1641,SW#4 Kelvin,,Leger,Btw. #1296 & 1294 Latta Crescent,B1,11,4281,4281,WALKWAY,Walkway,L7,53.458097430,-113.576516300,0.0140,0.000,0.014,2,0.3,0:00:00,0:02:48,SW,,,,,,,,,,,,
1642,SW Stacey,,MacEwan,Next to #438 MacEwan Road,B1,11,4297,4297,WALKWAY,WALKWAY,ME17,53.429799900,-113.536850500,0.0140,0.000,0.014,2,0.3,0:00:00,0:02:48,SW,,,,,,,,,,,,
1643,SW#2 Norm,,Aspen Gardens,41 AVE-ASPEN DRIVE WEST,B1,11,4304,4304,NEIGHBORHOOD PARK,NEIGHBORHOOD PARK,AG9,53.477171030,-113.552654000,0.8460,0.680,0.166,2,0.3,0:20:24,0:33:12,SW,,,,,,,,,,,,
1644,SW Stacey,,MacTaggert,Various,B1,11,4311,4311,WALKWAYs,Walkways,"MT20, MT21, MT22",53.443226400,-113.553883100,0.0530,0.000,0.053,2,0.3,0:00:00,0:10:36,SW,,,,,,,,,,,,
1645,SW Stacey,,Haddow,Riverbend Road - Heath Road to Terwilleger Drive,B1,11,4315,4315,RIVERBEND ROAD BUFFERS,Road Buffer (West side),H2,53.459272230,-113.592778100,0.1300,0.000,0.130,2,0.3,0:00:00,0:26:00,SW,Weekend - Roadway,,,,,,,,,,,
1646,SW Stacey,,MacTaggert,3719 Mclay Green to 4115 MacNeil Court & 4377 McClung Cr. To 7282 May Rd.,B1,11,4321,4321,BLVD,Backage,MT18,53.445028920,-113.555238200,0.0447,0.000,0.045,2,0.3,0:00:00,0:08:57,SW,,,,,,,,,,,,
1647,SW Stacey,,Windermere South,Btw. 2265 & 2261 Warry Loop,B1,11,4325,4325,WALKWAY,Walkway,WS7,53.439075550,-113.623759300,0.0290,0.000,0.029,2,0.3,0:00:00,0:05:48,SW,,,,,,,,,,,,
1648,SW Stacey,,Ambleside,Ambleside Drive - Armitage Cescent,B1,11,4330,4330,Ambleside Park 1,Park,A2 - 2017 Growth,53.432329130,-113.603822700,2.4263,1.941,0.485,2,0.3,0:58:14,1:37:03,SW,,,,,,,,,,,,
1649,SW#2 Norm,,Twin Brooks,#1003-110B ST,B1,11,4346,4346,WALKWAY P.I.P.,WALKWAY P.I.P.,RC11,53.439896480,-113.516589900,0.0230,0.000,0.023,2,0.3,0:00:00,0:04:36,SW,,,,,,,,,,,,
1650,SW#4 Kelvin,,Carter Crest,Rabbit Hill Road - Terwillegar Drive,B1,11,4357,4357,TRANS ALTA RIGHT OF WAY,TRANS ALTA RIGHT OF WAY,CC2,53.461602180,-113.577367800,1.6220,1.460,0.162,2,0.3,0:43:48,0:32:24,SW,,,,,,,,,,,,
1651,SW#4 Kelvin,,Leger,Terwilleger Drive: R.O.W. to 23 Ave.,B2,8,4373,4373,TERWILLEGAR DRIVE,TERWILLEGER DRIVE,926,53.459465650,-113.587402500,1.4747,,1.4747,2,0.3,0:00:00,4:54:57,SW,Weekend - Roadway,,1.474715423,,,,,,,,,
